"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2010"	"2010"	Suppressed	39560	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2011"	"2011"	Suppressed	38712	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2012"	"2012"	Suppressed	37594	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2013"	"2013"	Suppressed	36678	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2014"	"2014"	Suppressed	35653	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2015"	"2015"	Suppressed	34915	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	Suppressed	35051	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	Suppressed	35227	Suppressed
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2018"	"2018"	Suppressed	35107	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"1999"	"1999"	Suppressed	26122	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2000"	"2000"	Suppressed	27837	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2001"	"2001"	Suppressed	30607	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2002"	"2002"	Suppressed	31794	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2003"	"2003"	Suppressed	33285	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2004"	"2004"	Suppressed	34519	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2005"	"2005"	Suppressed	35691	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2006"	"2006"	Suppressed	37169	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2007"	"2007"	Suppressed	38469	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2008"	"2008"	Suppressed	39409	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2009"	"2009"	Suppressed	40132	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2010"	"2010"	Suppressed	40578	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2011"	"2011"	Suppressed	40407	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2012"	"2012"	Suppressed	39824	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2013"	"2013"	Suppressed	39477	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2014"	"2014"	Suppressed	39231	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2015"	"2015"	Suppressed	38772	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2016"	"2016"	Suppressed	37907	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2017"	"2017"	Suppressed	37055	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"Male"	"M"	"2018"	"2018"	Suppressed	35978	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	Suppressed	18205	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	Suppressed	18727	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	Suppressed	19632	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	Suppressed	21317	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	Suppressed	23104	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	Suppressed	25029	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	Suppressed	27430	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	Suppressed	29920	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	Suppressed	31239	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	Suppressed	32761	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2009"	"2009"	Suppressed	33972	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2010"	"2010"	Suppressed	34852	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2011"	"2011"	Suppressed	36091	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2012"	"2012"	Suppressed	37279	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2013"	"2013"	Suppressed	37897	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2014"	"2014"	Suppressed	38305	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2015"	"2015"	Suppressed	38530	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2016"	"2016"	Suppressed	38408	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2017"	"2017"	Suppressed	37870	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"Male"	"M"	"2018"	"2018"	Suppressed	37695	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"1999"	"1999"	Suppressed	15188	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2000"	"2000"	Suppressed	15375	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2001"	"2001"	Suppressed	15663	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2002"	"2002"	Suppressed	16074	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2003"	"2003"	Suppressed	16583	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2004"	"2004"	Suppressed	17435	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2005"	"2005"	Suppressed	18121	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2006"	"2006"	Suppressed	19054	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2007"	"2007"	Suppressed	20752	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2008"	"2008"	Suppressed	22493	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2009"	"2009"	Suppressed	24319	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2010"	"2010"	Suppressed	26076	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2011"	"2011"	Suppressed	28254	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2012"	"2012"	Suppressed	29359	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2013"	"2013"	Suppressed	30356	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2014"	"2014"	Suppressed	31405	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2015"	"2015"	Suppressed	32346	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2016"	"2016"	Suppressed	33102	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2017"	"2017"	Suppressed	34123	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"Male"	"M"	"2018"	"2018"	Suppressed	34683	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"1999"	"1999"	Suppressed	13009	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2000"	"2000"	Suppressed	12870	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2001"	"2001"	Suppressed	13248	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2002"	"2002"	Suppressed	13468	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2003"	"2003"	Suppressed	13642	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2004"	"2004"	Suppressed	13829	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2005"	"2005"	Suppressed	14261	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2006"	"2006"	Suppressed	14556	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2007"	"2007"	Suppressed	14971	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2008"	"2008"	Suppressed	15440	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2009"	"2009"	Suppressed	16230	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2010"	"2010"	Suppressed	16729	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2011"	"2011"	Suppressed	17470	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2012"	"2012"	Suppressed	18879	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2013"	"2013"	Suppressed	20281	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2014"	"2014"	Suppressed	21866	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2015"	"2015"	Suppressed	23639	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2016"	"2016"	Suppressed	25422	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2017"	"2017"	Suppressed	26319	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"Male"	"M"	"2018"	"2018"	Suppressed	27068	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"1999"	"1999"	Suppressed	10544	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2000"	"2000"	Suppressed	10533	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2001"	"2001"	Suppressed	10489	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2002"	"2002"	Suppressed	10458	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2003"	"2003"	Suppressed	10640	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2004"	"2004"	Suppressed	10700	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2005"	"2005"	Suppressed	10912	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2006"	"2006"	Suppressed	11178	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2007"	"2007"	Suppressed	11354	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2008"	"2008"	Suppressed	11550	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	Suppressed	11642	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	Suppressed	11848	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	Suppressed	12222	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	Suppressed	12578	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	Suppressed	13037	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	Suppressed	13583	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	11	14171	Unreliable
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	10	14812	Unreliable
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	Suppressed	15960	Suppressed
	"Alabama"	"01"	"70-74 years"	"70-74"	"Male"	"M"	"2018"	"2018"	21	17308	121.33
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"1999"	"1999"	Suppressed	7692	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2000"	"2000"	Suppressed	7657	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2001"	"2001"	Suppressed	7831	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2002"	"2002"	Suppressed	7845	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2003"	"2003"	Suppressed	7723	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2004"	"2004"	13	7626	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2005"	"2005"	11	7673	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2006"	"2006"	Suppressed	7724	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2007"	"2007"	15	7712	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2008"	"2008"	Suppressed	7936	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2009"	"2009"	14	7909	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2010"	"2010"	10	7871	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2011"	"2011"	11	8262	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2012"	"2012"	10	8417	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2013"	"2013"	16	8686	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2014"	"2014"	13	8963	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2015"	"2015"	16	9154	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2016"	"2016"	Suppressed	9350	Suppressed
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2017"	"2017"	15	9848	Unreliable
	"Alabama"	"01"	"75-79 years"	"75-79"	"Male"	"M"	"2018"	"2018"	18	10319	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"1999"	"1999"	10	4780	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2000"	"2000"	16	4832	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2001"	"2001"	14	4817	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2002"	"2002"	10	4764	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2003"	"2003"	11	4828	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2004"	"2004"	15	4764	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2005"	"2005"	10	4686	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2006"	"2006"	16	4777	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2007"	"2007"	14	4799	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2008"	"2008"	18	4783	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2009"	"2009"	17	4763	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2010"	"2010"	12	4836	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2011"	"2011"	11	4851	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2012"	"2012"	Suppressed	4883	Suppressed
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2013"	"2013"	Suppressed	5029	Suppressed
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2014"	"2014"	15	5132	Unreliable
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2015"	"2015"	24	5325	450.70
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2016"	"2016"	28	5633	497.07
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2017"	"2017"	28	5841	479.37
	"Alabama"	"01"	"80-84 years"	"80-84"	"Male"	"M"	"2018"	"2018"	21	6094	344.60
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"1999"	"1999"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2003"	"2003"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2004"	"2004"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2005"	"2005"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2006"	"2006"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2007"	"2007"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2008"	"2008"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2009"	"2009"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Male"	"M"	"2010"	"2010"	15	Not Applicable	Not Applicable
