"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"50-54 years"	"50-54"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	122145	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	Suppressed	121387	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	120963	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	120496	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	Suppressed	118442	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	Suppressed	115386	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	Suppressed	111596	Suppressed
	"Alabama"	"01"	"50-54 years"	"50-54"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	Suppressed	108253	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	85483	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	Suppressed	87032	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	Suppressed	88789	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	Suppressed	95703	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	Suppressed	98854	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	Suppressed	102307	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	106202	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	110060	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	108309	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	Suppressed	108232	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	Suppressed	109016	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	Suppressed	110344	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	112769	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	Suppressed	114729	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	116391	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	116782	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	Suppressed	117256	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	Suppressed	117661	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	Suppressed	117131	Suppressed
	"Alabama"	"01"	"55-59 years"	"55-59"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	Suppressed	116809	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	72303	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	Suppressed	72195	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	Suppressed	73704	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	Suppressed	75794	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	Suppressed	79223	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	Suppressed	82362	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	84096	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	85851	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	92657	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	Suppressed	96097	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	Suppressed	99393	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	Suppressed	102369	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	Suppressed	106215	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	Suppressed	103681	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	Suppressed	102975	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	Suppressed	103586	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	Suppressed	105133	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	Suppressed	106763	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	Suppressed	108633	Suppressed
	"Alabama"	"01"	"60-64 years "	"60-64"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	Suppressed	110050	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	Suppressed	62159	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	11	62551	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	13	63258	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	Suppressed	63698	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	Suppressed	64896	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	10	66004	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	Suppressed	67353	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	Suppressed	69392	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	Suppressed	71447	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	11	74818	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	Suppressed	77765	Suppressed
	"Alabama"	"01"	"65-69 years"	"65-69"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	11	79051	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	12	80517	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	15	87202	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	12	89695	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	16	92538	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	18	95121	Unreliable
	"Alabama"	"01"	"65-69 years"	"65-69"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	22	97790	22.50
	"Alabama"	"01"	"65-69 years"	"65-69"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	22	95124	23.13
	"Alabama"	"01"	"65-69 years"	"65-69"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	17	94604	Unreliable
	"Alabama"	"01"	"70-74 years"	"70-74"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	21	52104	40.30
	"Alabama"	"01"	"70-74 years"	"70-74"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	23	52413	43.88
	"Alabama"	"01"	"70-74 years"	"70-74"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	15	52899	Unreliable
	"Alabama"	"01"	"70-74 years"	"70-74"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	25	52786	47.36
	"Alabama"	"01"	"70-74 years"	"70-74"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	24	52940	45.33
	"Alabama"	"01"	"70-74 years"	"70-74"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	27	53120	50.83
	"Alabama"	"01"	"70-74 years"	"70-74"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	35	54249	64.52
	"Alabama"	"01"	"70-74 years"	"70-74"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	26	55443	46.90
	"Alabama"	"01"	"70-74 years"	"70-74"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	33	55795	59.15
	"Alabama"	"01"	"70-74 years"	"70-74"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	14	56925	Unreliable
	"Alabama"	"01"	"70-74 years"	"70-74"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	25	58142	43.00
	"Alabama"	"01"	"70-74 years"	"70-74"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	32	59025	54.21
	"Alabama"	"01"	"70-74 years"	"70-74"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	18	60735	Unreliable
	"Alabama"	"01"	"70-74 years"	"70-74"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	24	62724	38.26
	"Alabama"	"01"	"70-74 years"	"70-74"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	24	66028	36.35
	"Alabama"	"01"	"70-74 years"	"70-74"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	37	68257	54.21
	"Alabama"	"01"	"70-74 years"	"70-74"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	45	69772	64.50
	"Alabama"	"01"	"70-74 years"	"70-74"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	46	70811	64.96
	"Alabama"	"01"	"70-74 years"	"70-74"	"2017"	"2017"	"White"	"2106-3"	"Male"	"M"	57	76683	74.33
	"Alabama"	"01"	"70-74 years"	"70-74"	"2018"	"2018"	"White"	"2106-3"	"Male"	"M"	43	79151	54.33
	"Alabama"	"01"	"75-79 years"	"75-79"	"1999"	"1999"	"White"	"2106-3"	"Male"	"M"	42	38229	109.86
	"Alabama"	"01"	"75-79 years"	"75-79"	"2000"	"2000"	"White"	"2106-3"	"Male"	"M"	40	38210	104.68
	"Alabama"	"01"	"75-79 years"	"75-79"	"2001"	"2001"	"White"	"2106-3"	"Male"	"M"	41	38542	106.38
	"Alabama"	"01"	"75-79 years"	"75-79"	"2002"	"2002"	"White"	"2106-3"	"Male"	"M"	47	39271	119.68
	"Alabama"	"01"	"75-79 years"	"75-79"	"2003"	"2003"	"White"	"2106-3"	"Male"	"M"	70	40108	174.53
	"Alabama"	"01"	"75-79 years"	"75-79"	"2004"	"2004"	"White"	"2106-3"	"Male"	"M"	51	40315	126.50
	"Alabama"	"01"	"75-79 years"	"75-79"	"2005"	"2005"	"White"	"2106-3"	"Male"	"M"	74	40952	180.70
	"Alabama"	"01"	"75-79 years"	"75-79"	"2006"	"2006"	"White"	"2106-3"	"Male"	"M"	61	41622	146.56
	"Alabama"	"01"	"75-79 years"	"75-79"	"2007"	"2007"	"White"	"2106-3"	"Male"	"M"	62	41982	147.68
	"Alabama"	"01"	"75-79 years"	"75-79"	"2008"	"2008"	"White"	"2106-3"	"Male"	"M"	64	42350	151.12
	"Alabama"	"01"	"75-79 years"	"75-79"	"2009"	"2009"	"White"	"2106-3"	"Male"	"M"	40	42714	93.65
	"Alabama"	"01"	"75-79 years"	"75-79"	"2010"	"2010"	"White"	"2106-3"	"Male"	"M"	50	43283	115.52
	"Alabama"	"01"	"75-79 years"	"75-79"	"2011"	"2011"	"White"	"2106-3"	"Male"	"M"	61	44201	138.01
	"Alabama"	"01"	"75-79 years"	"75-79"	"2012"	"2012"	"White"	"2106-3"	"Male"	"M"	40	44934	89.02
	"Alabama"	"01"	"75-79 years"	"75-79"	"2013"	"2013"	"White"	"2106-3"	"Male"	"M"	56	46027	121.67
	"Alabama"	"01"	"75-79 years"	"75-79"	"2014"	"2014"	"White"	"2106-3"	"Male"	"M"	70	47409	147.65
	"Alabama"	"01"	"75-79 years"	"75-79"	"2015"	"2015"	"White"	"2106-3"	"Male"	"M"	75	48248	155.45
	"Alabama"	"01"	"75-79 years"	"75-79"	"2016"	"2016"	"White"	"2106-3"	"Male"	"M"	89	49426	180.07
